image,individual_id,species,conf
0006287ec424cb.jpg,1424c7fec826,false_killer_whale,0.8271881937980652
00098d1376dab2.jpg,c4274d90be60,humpback_whale,0.7667480111122131
000b8d89c738bd.jpg,cf500d3874bc,dusky_dolphin,0.735194981098175
000eb6e73a31a5.jpg,77410a623426,bottlenose_dolphin,0.7390614151954651
000fe6ebfc9893.jpg,8805324885f2,spinner_dolphin,0.8744572997093201
0012ff300032e3.jpg,19b638e11443,beluga,0.61067134141922
00150406ce5395.jpg,2280b5fcc6c2,false_killer_whale,0.8704073429107666
0017f7e0de07b1.jpg,81bec36eb86e,bottlenose_dolphin,0.8352327346801758
001c4c6d532419.jpg,2efee119d786,bottlenose_dolphin,0.7387351989746094
002c7034834e2c.jpg,ed15fd01efbe,killer_whale,0.6454631090164185
003156bafb6454.jpg,db59c6b576c9,killer_whale,0.8891137838363647
0033b2d4d58730.jpg,2deca938549e,killer_whale,0.820479691028595
00379d20adc510.jpg,51a5929d3acb,false_killer_whale,0.872267484664917
00396896be9cf9.jpg,0718f3601163,pygmy_killer_whale,0.8138507008552551
0039922e81961b.jpg,778419da2957,bottlenose_dolphin,0.8452015519142151
003c46063bb0c4.jpg,34aa8ce246c9,beluga,0.6900366544723511
00408e82bc01f3.jpg,6642e34b23c8,fin_whale,0.7901807427406311
00424bb2531f73.jpg,0ce11af9a22a,long_finned_pilot_whale,0.6292015314102173
0042e3a3223eb5.jpg,8433ddb1a9f0,cuviers_beaked_whale,0.6529248952865601
00433f94a60fab.jpg,9f3613b5c45b,bottlenose_dolphin,0.7589220404624939
004ab9cb92356c.jpg,79f2713e65a5,dusky_dolphin,0.7592173218727112
004ceec96d93c2.jpg,29623de1f9a5,beluga,0.604590892791748
0050a7a912c014.jpg,4cd6e5f050ad,gray_whale,0.684280514717102
0052bfba7b177f.jpg,7894639960d6,humpback_whale,0.6456922888755798
005c1cbee59057.jpg,cbf0a66149bf,sei_whale,0.779021143913269
00613caa075d39.jpg,74745cb94379,pantropic_spotted_dolphin,0.6987487077713013
00692c9b56999f.jpg,49671e4ffe85,fin_whale,0.6050736308097839
00765173b3ebfb.jpg,3a6d0016cd70,bottlenose_dolphin,0.7199339866638184
0077e68171f1e7.jpg,03bb69128cd6,sei_whale,0.7411002516746521
007ab28be42600.jpg,cf0fd38d30ae,beluga,0.672988772392273
0085f451e81193.jpg,1492507238d8,humpback_whale,0.6798244714736938
0089a2064fb6cd.jpg,0611c23e6914,bottlenose_dolphin,0.7514994740486145
008c784982c6d5.jpg,0ce11af9a22a,long_finned_pilot_whale,0.6969360709190369
0093d6163baa0c.jpg,37c7aba965a5,minke_whale,0.8618771433830261
0095cfe046ff0d.jpg,c007ade3c628,killer_whale,0.6339730024337769
009cc16f1e03d7.jpg,4698934c7828,beluga,0.6520325541496277
009ce55e696403.jpg,51081e431bca,beluga,0.8722451329231262
00a2c36e0e4c3a.jpg,a0426f94bee5,beluga,0.6270211935043335
00a3c40b008535.jpg,9ba6b6d1f2ff,spinner_dolphin,0.6211982369422913
00a40f23b7c596.jpg,a19e2ccc47dc,dusky_dolphin,0.7425727844238281
00a55c28e957b3.jpg,1191a41ee0f4,bottlenose_dolphin,0.8702752590179443
00a57626a87d11.jpg,7053d3c812b5,bottlenose_dolphin,0.8180267214775085
00a97cd7cfc575.jpg,ddab8bd0e1ee,killer_whale,0.6090171337127686
00a9f2b0710dea.jpg,0b0de7d397b9,humpback_whale,0.629201352596283
00ae7c3a36d289.jpg,80d72641f44d,false_killer_whale,0.909487783908844
00b13356985ff6.jpg,6f47542558a1,beluga,0.6469591856002808
00b1b89d1b39d0.jpg,17cd269165c9,beluga,0.6560962200164795
00b5090419211a.jpg,f36c618eda4a,humpback_whale,0.9024420380592346
00ba38fe9c26fa.jpg,ce873781a2c4,false_killer_whale,0.8782530426979065
00ca9cd8f65c08.jpg,89c6b2383a27,killer_whale,0.8486959934234619
00d124585fbf3d.jpg,ee262c5b2a9e,melon_headed_whale,0.8341497182846069
00d5163e4c2175.jpg,ec89b3f08779,bottlenose_dolphin,0.7479491233825684
00d58a316717ba.jpg,60008f293a2b,false_killer_whale,0.695168673992157
00deb04eb1e072.jpg,04c451d68284,bottlenose_dolphin,0.8758734464645386
00e98703066286.jpg,3718050dbea2,cuviers_beaked_whale,0.7265723943710327
00eba416ab0cb3.jpg,e72a5024c4ad,spinner_dolphin,0.6470769047737122
00ed0e54c2c74b.jpg,54531ab268ba,spinner_dolphin,0.6073548793792725
00f3209a80ea08.jpg,48936da899c3,bottlenose_dolphin,0.7230205535888672
00f3dbdfe9cc30.jpg,53b12711804d,beluga,0.7178377509117126
00f3de28369aeb.jpg,247e4c6de07e,beluga,0.8555841445922852
010315225fdf9a.jpg,ca886e0b34a3,bottlenose_dolphin,0.850752055644989
010332e34512bf.jpg,ce6e37904aa4,minke_whale,0.8653845191001892
010f629fdcbf75.jpg,9a0c6902ebff,bottlenose_dolphin,0.8833706378936768
01110dee1b2456.jpg,8f76b84bec12,minke_whale,0.8691158294677734
01117eb813ab50.jpg,695bb814ce56,bottlenose_dolphin,0.7950702905654907
011268d5019b36.jpg,23c67bd564c1,bottlenose_dolphin,0.7730836272239685
01136f17e6d0f5.jpg,e943980b7a98,common_dolphin,0.8586393594741821
011591b0314b42.jpg,a53b3aeb1e30,fin_whale,0.6810395121574402
01161e770025a0.jpg,2912ae988cb8,bottlenose_dolphin,0.8238253593444824
0117bc01ca330a.jpg,3e025417eb83,humpback_whale,0.652913510799408
011d76de5923dc.jpg,d2ee2bf61ef1,common_dolphin,0.7738199234008789
011e9ee29b348e.jpg,36fdfe6f1d22,cuviers_beaked_whale,0.703040361404419
011f37bc60382b.jpg,e1ea032bcfb3,beluga,0.6167622804641724
0124545860adf1.jpg,0f1ae2969248,humpback_whale,0.6304929852485657
01260dfb869ca6.jpg,8beb43dfa67e,humpback_whale,0.6237764358520508
012dab7b269479.jpg,99591df6b695,beluga,0.7615439295768738
012e8247551d8e.jpg,89b40a9b8dd7,dusky_dolphin,0.6233101487159729
012ecca2745d04.jpg,e9525f5abf43,fin_whale,0.6162512898445129
0133348ab85e32.jpg,783f357cf2f9,false_killer_whale,0.7503084540367126
013c65bc3e70c9.jpg,02cf681113ce,bottlenose_dolphin,0.8747124671936035
013c93a731c106.jpg,9a6b86f7bb3e,bottlenose_dolphin,0.6512656211853027
013cebc8f071dd.jpg,5eb42bb51e7f,killer_whale,0.7907856702804565
01418c7af297f0.jpg,64993921dc64,humpback_whale,0.7446908950805664
01460f9c10e047.jpg,318e0e4a4953,melon_headed_whale,0.6427532434463501
014671a1c6e04e.jpg,aff087b40556,false_killer_whale,0.7843325138092041
01488a49a3c989.jpg,93a3cb74801f,beluga,0.709497332572937
014ce80b0bd3d1.jpg,593a0885d201,killer_whale,0.858561098575592
015548ba97781e.jpg,acf0bc797296,common_dolphin,0.6638932228088379
015d2147ed9490.jpg,ca69a5d7c122,humpback_whale,0.8124443292617798
015e4e11284498.jpg,f17a28521e9d,beluga,0.8252158761024475
016301b4e5c43c.jpg,ff26e042cd52,beluga,0.7837249040603638
016582aadabeba.jpg,4ddefbe17812,fin_whale,0.6361684799194336
01694b9a4b58da.jpg,424d49bef76e,bottlenose_dolphin,0.8641514778137207
016a9ae6efadd5.jpg,ec89b3f08779,bottlenose_dolphin,0.75845867395401
016b1dd757958b.jpg,21bae971ddda,killer_whale,0.847927451133728
017060610e39b4.jpg,2c1f5bc4a97e,spinner_dolphin,0.6106994152069092
01710107fbdc28.jpg,b54eefde01e3,bottlenose_dolphin,0.687173068523407
017596537ce0f5.jpg,9a66d006b36e,false_killer_whale,0.8575371503829956
0175a866d517c3.jpg,c989336048ed,false_killer_whale,0.7337684631347656
0178203db4743f.jpg,403dfea4e4bb,beluga,0.6972795724868774
017b676e6bf4dc.jpg,197df8b4dfd4,humpback_whale,0.6617661118507385
017cd5be2656ab.jpg,72254f68d4ec,blue_whale,0.6180654764175415
01823ca06f8cc2.jpg,edf59f267081,beluga,0.6151947379112244
0187686beb73a9.jpg,e72dc305d994,humpback_whale,0.7956717610359192
018854b4fcf3fc.jpg,06ef73efe924,beluga,0.6263501644134521
018aaea4b410c1.jpg,9f0ba06b75b5,killer_whale,0.603356122970581
018b961de655b2.jpg,695322f592e2,humpback_whale,0.6470861434936523
018e2488fde8e6.jpg,0cdbd7e35635,false_killer_whale,0.6431483030319214
01926dac5a98fd.jpg,a6bfde1483be,false_killer_whale,0.8521440625190735
0194af86e28ffa.jpg,ace6505bfbb4,bottlenose_dolphin,0.7206022143363953
01975f2e9b9549.jpg,d4fbd191fed4,beluga,0.6755425930023193
019e2b65f1b3d5.jpg,22df13dec9ef,common_dolphin,0.8472464084625244
019f6993afaf8c.jpg,528c6ef62a74,false_killer_whale,0.7780824303627014
01a021b512b53f.jpg,444f14fc7f55,bottlenose_dolphin,0.7850345373153687
01aa038073f296.jpg,ab0f258e0ac1,sei_whale,0.6701235175132751
01b2f0f3650b9c.jpg,b038665e1fde,humpback_whale,0.6266731023788452
01b4acc0d7bc97.jpg,fcc7ade0c50a,false_killer_whale,0.8520939946174622
01b5f10f43ca04.jpg,b6345600a706,spinner_dolphin,0.6099090576171875
01bc7102993033.jpg,d59648466917,dusky_dolphin,0.8233137726783752
01bff0d92eb8ea.jpg,fc0f7c162cc0,gray_whale,0.7049312591552734
01c66364ac23b2.jpg,e5c22090279f,false_killer_whale,0.8269597887992859
01c677189925e0.jpg,812be36c2aef,bottlenose_dolphin,0.8312094211578369
01c6a797bbfa85.jpg,471ee7717ce7,humpback_whale,0.8133141994476318
01c739b4a30c09.jpg,5d0b3d883130,minke_whale,0.6782328486442566
01c9a0b66900c8.jpg,8a9ba9e54b8a,bottlenose_dolphin,0.7553892731666565
01cd80f2250919.jpg,72e043c0b87b,minke_whale,0.8521564602851868
01ce520f95ca2d.jpg,8beb43dfa67e,humpback_whale,0.7971131205558777
01d60299e7c765.jpg,0f0bf0e6f3c4,bottlenose_dolphin,0.8358187675476074
01da6dc97be89d.jpg,9ba53b18ffea,false_killer_whale,0.8685963749885559
01dfd6af78d3c3.jpg,7ba75416ac41,long_finned_pilot_whale,0.7142286896705627
01ecb17e6c509f.jpg,bb3fe773f7fb,sei_whale,0.7764279246330261
01f0d8fe3a94d9.jpg,82af241cd012,humpback_whale,0.7310276031494141
01f255a59f02ac.jpg,b607aca77be9,humpback_whale,0.7065951228141785
01f26734b31225.jpg,f4a45e49df72,fin_whale,0.7557040452957153
01f2f4b1d77390.jpg,ad830b9a571f,beluga,0.6079381704330444
01f34a2ef0e0ad.jpg,bf7e1e0738f5,bottlenose_dolphin,0.8040273189544678
01f97f45eb038c.jpg,7c6ebeb3afa8,melon_headed_whale,0.6032031178474426
01f9fcaae04bd8.jpg,3d46c69bffb5,bottlenose_dolphin,0.7623621225357056
01fc1ade9e4400.jpg,6d408c0e31ea,killer_whale,0.8101232647895813
01fc21726bc3d4.jpg,32eeef0dc892,humpback_whale,0.7727554440498352
01ff67f8a2e4a2.jpg,0423be1d4d23,sei_whale,0.823664665222168
02028e622c136c.jpg,a6e325d8e924,bottlenose_dolphin,0.8265907168388367
02043ad6d66df3.jpg,cc5098d7548f,spinner_dolphin,0.760178804397583
02061df11bce1e.jpg,ed09d8cc4bd6,long_finned_pilot_whale,0.600562334060669
0209cd88647e73.jpg,59abcc1b41ec,beluga,0.6338786482810974
020e5d220374cc.jpg,ceb953072484,fin_whale,0.6685416102409363
0212bef301cd6b.jpg,ae35300245c5,killer_whale,0.6957131624221802
0219a90c593876.jpg,dc3d89548fd8,bottlenose_dolphin,0.7961059808731079
021a1c47ffd4bc.jpg,4134fe49e6ca,beluga,0.7662942409515381
021ce18a78e91a.jpg,59abcc1b41ec,beluga,0.6657426357269287
02216b659c4c18.jpg,8805f279ace4,melon_headed_whale,0.646096408367157
022a5c9f37f57e.jpg,18de358176e8,melon_headed_whale,0.847057044506073
022d2347afd01b.jpg,8361a52ce864,minke_whale,0.6889098882675171
022e35330a8c50.jpg,719adcbda4e1,killer_whale,0.843667209148407
0231d4545bf589.jpg,866f5a6343d2,sei_whale,0.6005194783210754
023272f5c432e1.jpg,6003e6a006db,spinner_dolphin,0.6575574278831482
0237eb0db16e8f.jpg,9f2316347214,fin_whale,0.6913248300552368
0238b4c16fbb71.jpg,89230129f596,long_finned_pilot_whale,0.6159182190895081
0238c3d94a7568.jpg,7d93e4f2dd1f,humpback_whale,0.6708135604858398
023af1e49fca26.jpg,6d801055260b,spinner_dolphin,0.7327805757522583
024111da257355.jpg,fc0f7c162cc0,gray_whale,0.8144212961196899
02464aea628abd.jpg,33a399d576d3,beluga,0.6484973430633545
02469ea1817dea.jpg,24e212e4ef53,gray_whale,0.6967534422874451
025105084333ed.jpg,9adea0fa7514,killer_whale,0.6892741918563843
